en_text,fa_text
the red notebook.,دفترچه‌ی سرخ
"no harm, no foul.",بدون اسیب بدون کلک
you'll never find your spark.,هیچ وقت جرقه‌ات رو پیدا نمی‌کنی
want to take you somewhere.,می‌خوام ببرمت یه جایی
"mm-hmm. and let me guess, you're drumming, chanting, and meditating?",و بذار حدس بزنم تو درام می‌زنی، اهنگ میخونی و عبادت می‌کنی؟
it has been a...,…این یه
you think i'll get my own face on a t-shirt?,فکر می‌کنی می‌تونم یه تی‌شرت با عکس خودم داشته باشم؟
"if you have a reason to arrest them and you can prove it,",اگه شما یه دلیل برای بازداشت کردن اونا داشته باشن و بتونین اثباتش کنین
is that why you stayed?,برای همین موندی؟
it's a sweet job.,شغل قشنگیه
"could change the world? oh, no!",می‌تونید دنیا رو تغییر بدید؟ وای نه
"hey, boone?",هی بون؟
"all right, y'all, we got tyler owens here",…خیلی‌خب، تایلر اونز اینجاست
all right then.,باشه پس
like the biker gang.,گروه موتورسوار
"yeah, not happening.",اره، امکان نداره
more like that.,باز هم از اینجا می‌خوام
not enough shear to keep it interesting.,چینش باد هم اونقدری نیست که کاری بکنه
what the fuck?,چی چی؟
"because she knows that if she logs into that account,",چون میدونه اگه وارد اون حساب بشه
can be. it's really up to you.,میتونه باشه بستگی به خودت داره
coach roberts' team has been state champs like every year.,تیم مربی رابرتس، هر سال قهرمان ایالت شده
"all right. welcome to our team, michigan.",خیلی‌خب، به تیم‌مون خوش اومدی میشیگانی
"are you kidding me? congratulations, man. wow!",داری شوخی می‌کنی؟ تبریک میگم مرد
joe gardner?,جو گاردنر؟
just move the table.,میز رو جابجا کن
"all right, look.",خیلی خب ببین
but you can come back.,ولی تو میتونی برگردی
okay.,باشه
it means you're on her radar.,این یعنی زیر ذره‌بینشی
detective moon.,کاراگاه مون
"it's just really hard, trying to get pregnant.",واقعا سخته که سعی کنی حامله شی
"well, save it. in case you run low.",خب، نگهش دار که به بقیه برسه
mom? yeah?,مامان؟ - بله؟ -
god.,خدایا
i'm grace.,من هم گریس‌م
"okay, tin man, par data is coming in.",خیلی‌خب مرد حلبی داده‌های پار دریافت شد
your spark isn't your purpose.,جرقه تو هدفت نیست
look in on him? uh-huh.,ملاقاتش کنیم؟ اه‌ها
and you know what's better than two?,می‌دونی چه عددی از دو بهتره؟
"oh, this is a sad story.",وای، چه داستان غم‌انگیزی
"joy, you forgot her ponytail.",شادی، دم اسبیش رو یادت رفت
"wait, wait, wait.",صبرکن، صبرکن، صبرکن
tyler?,تایلر؟
can i have a cigarette?,میشه یه سیگار بدی؟
i'm not done.,من نمردم
"yeah, and everybody with a $10 weather app knows it.",اره، هر کسی که از این برنامه‌های هواشناسی ارزون داشته باشه، می‌دونه
"oh, my god. [ exhales ]",". اوه,خدای من"
"well, 'cause when we drive into a tornado,",…خب، چون وقتی می‌ریم توی گردباد
"yeah, i always thought riley had a secret crush on him.",اره، همیشه حس می‌کردم که رایلی مخفیانه روش کارش داره
she made a promise to her friends.,به دوست‌هاش قول داده
"i swear to christ, if you got jess entangled",به خدا اگه حس رو با اون شیطان
riley's got this.,رایلی از پسش برمیاد
it's a thing. mm-mm.,می‌شمارن - نه -
this place has changed.,اینجا چقدر عوض شده
i was gonna go save seats for my friends.,می‌خواستم برم واسه دوست‌هام صندلی بگیرم
"i'll get it. wait, wait.",من انجامش می‌دم - صبر کن، صبر کن -
"sadness, you have to stop her.",غم، باید جلوش رو بگیری
hey.,سلام
with rockets of silver iodide.,با موشک‌هایی از جنس یدید نقره
i never saw the appeal.,من که نمی‌دونم کاش جاذبه
clear!,! اماده
appreciate y'all. - oh.,ممنون - اوه -
"i know, that's the fuzzy part.",میدونم. قسمت سختش اینه
i don't wanna go to earth.,نمیخوام برم زمین
do you hear me?,صدام رو می‌شنوید؟
what do we do? what do we do?,چی کار کنیم؟ چی کار کنیم؟
"he taught me everything i know, so... - boone.",…هر چی بلدم رو از اون یاد گرفتم، برای همین - بون -
"it's all part of the gig, right?",بخشی از کارمون همینه، نه؟
"so your friend sarah, she's in on it too?",پس دوستت سارا هم تو این ماجرا است داره؟
what are you... no!,چی کار …نه
you know i will.,می‌دونی که میام
get into your lawyer shit.,نقش وکیلت رو بازی کن
what?,چی؟
why did he go without you?,چرا بدون تو رفت؟
"oh, whoa... you're not joe gardner.",اوه، وای تو جو گاردنر نیستی
"now, i think that's overstating things a bit.",دیگه یه‌کم داری اغراق می‌کنی
turn it down.,صداتو بیار پایین
jovan!,! جوان
22!,! ۲۲
all night.,کل شب
"if riley takes one of these ideas,",اگه یکی از این ایده‌ها به رایلی برسه
"oh, my god.",". اوه,خدای من"
i never miss a look.,من نگاه‌های عجیب رو تشخیص می‌دم
"uh-uh, tomorrow. what are we doing?",نه، فردا قراره چی کار کنیم؟
city girl.,دختر شهری
to be a little longer than i thought.,چیزی بود که فکر می‌کردم
what's going on?,چی شده؟
buoyancy of the rising air is reducing.,شناوری هوای بالارونده داره کاهش پیدا می‌کنه
"all right, let's harness up.",خیلی‌خب، کمربند رو ببند
what did it smell like?,چه بویی می‌داد؟
i'll make an exception for her.,برای اون استثنا قایل میشم
"come on, riley. get the puck!",. یالا رایلی گوی رو بگیر
who doesn't leave loose ends and-,سر دنتون کلاه گذاشته.
to family i ever had.,برایم بود
"okay, ground speed's at 22. intercept is northeast.",خیلی‌خب، سرعت زمینی ۲۲ گره‌ست مسیرش شمال شرقی‌ه
"hey, kate, you got muscles and brain...",…هی، کیت، ادمت هم زور داره هم
"thanks, jerry.",ممنون اجرای
but we'd cook 'em on the fire.,ولی ما اونا رو روی اتیش می‌پختیم
a rubber ducky... -no time!,…یه اردک پلاستیکی - وقت نداریم -
getting ready to play with dorothea williams tonight.,داشتم برای اجرا امشب با دورسیا ویلیامز اماده می‌شدم حواسم پرت شد
"yeah. uh, i'll bet. - i'm glad you made it.",اره، میدونم - خوشحالم تونستی بیای -
okay.,خیلی‌خب
doors!,! درها
"but if coach doesn't put us on the team,",ولی اگه مربی، ما رو عضو تیم نکنه
that's a big idea!,ایده خیلی بزرگیه
kate was right. southeast winds are picking up.,حق با کیت بود بادهای جنوب شرقی دران شدید می‌شن
"yeah, it's gonna die out. - not enough moisture to grow.",اره، چیزی ازش در نمیاد - به‌اندازه کافی رطوبت برای رشد نداره -
call me back.,بهم زنگ بزن
it's very effective.,خیلی تاثیرگذاره
him? yeah.,تایلر؟ - اره -
[ alarm chirps ] no.,نه
i screwed up.,گند زدم
disappointing everyone.,و همه رو نا امید می‌کنه
i think it's gonna lose steam.,فکر کنم داره نیروش رو از دست می‌ده
holy shit.,پشمام
mm-hmm. - okay.,اهوم- باشه-
why don't you try runnin'?,چرا سعی نمی‌کنی بودی؟
can you find a way out?,می‌تونید به راه خروج پیدا کنید؟
is my favorite band.,بند موردعلاقه‌امه
i am truly sorry.,واقعا متاسفم
you remember the tiger in the apartment?,یادته پلنگه رو تویه اپارتمان؟
your attorney is here to have a word with you.,وکیلت اینجاست تا باهات صحبت کنه
it's all right.,چیزی نیست
oh. you think this is funny?,اوه، براتون خنده‌داره؟
it's incredibly sad.,واقعا ناراحت کنندگی
are still going strong.,همچنان پرقدرت و استوار
"but, joy, how will we...",…ولی شادی، چطوری
"so much as let me go to the bathroom,",اگه فقط بذاری برم دستشویی
so what?,که چی؟
hmm.,…هم
what are you doing?,چی کار می‌کنی؟
okay. keep an eye on it.,خیلی‌خب - حواس‌تون بهش باشه -
great! we need to help riley prepare.,عالیه! باید به رایلی کمک کنیم که اماده بشه
"in celebration of dr borgensson's body of work,",برای تشکر از کار دکتر بورگنسون
i totally assumed that you were,تصور می‌کردم که
"i mean, it was a lot of work,",زحمت زیادی داشت
what would we get out of it?,! ما نباید چه کار کنیم؟؟
we got to help get these people to the back of the theater.,باید کمک‌شون کنیم برن پشت سینما
